Object ID,FIPS_CODE,TOTAL_POPULATION,MEDIAN_AGE,PCT_POVERTY,PCT_HSNGCSTS_OVR_50_PCT,PCT_OCR_25_HGHSCL_CMPLT,PCT_OVR_25_BCHLRS_CMPLT,PCT_UNEMPLOYED
379,17031310200,1652,34.2,13.9,22.36842105,13.2,50.1,5.7
380,17031310300,1803,38,21.5,21.7221135,14.7,39.4,12.8
381,17031310400,1181,31.1,10.8,11.35646688,12,48.9,0.7
382,17031310500,1495,30.8,16.2,23.15789474,25.9,28.6,2.1
383,17031310600,4432,32.6,26.2,20.89456869,19.6,34.4,5.7
384,17031310700,1460,33.9,29.6,27.50642674,26.1,23.1,9.9
385,17031310800,4219,31.6,10.7,10.45296167,16.7,23.9,3.9
386,17031310900,5391,30.6,25.6,36.12132353,20.3,24.3,11.1
387,17031320100,13379,38.1,7.5,21.93952033,2.4,84.3,5.3
388,17031320400,3204,21.2,10.5,11.61048689,1.7,90.5,10
389,17031320600,4923,32.5,14.9,11.83183183,4.3,80.2,5.4
390,17031330100,19889,35.3,9.1,23.47427204,5.2,75.2,2
391,17031330200,3475,46.6,13.9,20.81339713,13.4,64,0.6
392,17031340300,1837,48.7,33.9,30.24523161,26.6,18,12.8
393,17031340400,2031,42.5,28.4,34.10672854,39.8,23.6,7.4
394,17031340500,1712,47.7,34,25.03937008,24.8,25,11.9
395,17031340600,1067,27.5,61.8,13.88235294,24.5,9.4,44
396,17031350100,2251,30.5,31.1,25.4691689,6.6,69.7,7.8
397,17031350400,2021,20.8,61.4,13.82978723,32,5.8,34.8
398,17031351000,3711,39.5,29.8,21.82172431,14,55.3,10.7
399,17031351100,2213,21.9,77.1,25.55685815,18.4,14.8,37.3
400,17031351400,1836,31.3,62.9,33.72956909,30.7,23.3,33.4
401,17031351500,773,25.9,45.7,25.17730496,22.3,44.2,15.7
402,17031360200,1503,30.6,27.1,26.66666667,27.5,13,20.6
403,17031380100,1983,44.8,39.4,26.95214106,12,29,23
404,17031380200,1703,62.3,34,21.07438017,21.3,35.7,5.4
405,17031380500,866,25.1,49.8,33.93939394,46.5,12,21.3
406,17031380700,1275,47.4,21.6,22.41813602,36.5,15.8,17.4
407,17031381200,1724,36.4,22.6,49.86263736,10.6,38.5,11.1
408,17031381400,1586,32.4,14.9,40.95940959,27.4,23.6,9.6
409,17031381500,375,35.7,49.3,38.73239437,19.4,28.8,16.6
410,17031381700,0,0,,0,0,0,0
411,17031381800,1254,37.4,23.4,21.24711316,11.8,39.5,3.1
412,17031381900,1267,38.6,21,24.85207101,24.1,27.7,3.4
413,17031390100,1570,31.7,12.4,18.42751843,12.3,50.6,3
414,17031390200,1656,40.8,7.5,18.50649351,9.9,61.6,7
415,17031390300,2843,34.1,38.3,25.83586626,16.6,35,17.8
416,17031390400,2480,46.9,28.9,24.65627864,21.5,37.1,14.2
417,17031390500,1496,39.2,19.9,29.23076923,8.5,70.3,5.2
418,17031390600,1756,36.9,13,30.9352518,4.9,79.8,7.4
419,17031390700,5639,36.2,17.6,23.81628788,8.2,69.2,6.7
420,17031400300,1317,32.8,41,44.07114625,24.8,20.4,22.4
421,17031400400,2120,31,30.5,30.01579779,34,21.4,23.1
422,17031400500,1797,30.1,27.9,32.30293663,25.8,19.7,13.8
423,17031400800,2706,32.1,45.8,38.67041199,39.3,15.1,18.1
424,17031410100,2176,32.9,21.1,29.56167176,4.4,78.3,7.1
425,17031410200,1586,26.7,30.2,34.05676127,8.7,73.9,10
426,17031410500,2440,28.1,34.1,36.05292172,8.5,63.5,3
427,17031410600,2699,28.4,30.6,41.43070045,10.9,68.8,5.7
428,17031410700,2089,29.6,31.3,32.17270195,7.6,79.9,3.8
429,17031410800,3051,32.1,21.5,33.68660106,12,70.5,6.1
430,17031410900,3369,32.7,21.2,27.71084337,5.8,81,6.9
431,17031411000,3169,50.5,9.4,27.42474916,2.3,71,7
432,17031411100,2295,31.8,13,22.70408163,1,93.6,3.9
433,17031411200,1551,39.6,20,32.55131965,0.8,87.5,4.6
434,17031420100,1447,45.4,38.8,22.02702703,23.4,19.2,16.4
435,17031420200,1672,27.4,36.9,34.96503497,11.9,51.5,7.1
436,17031420300,2737,20.7,36.2,24.46043165,12,56.3,16.2
437,17031420400,1131,33.3,51,39.76311337,19.4,41,17.2
438,17031420500,1659,45,19.7,20.67901235,23.7,18.1,25.8
439,17031420600,2097,34.9,48.5,37.41935484,35.9,17.8,27.4
440,17031420700,3036,29.9,55.3,44.03567447,32.6,13.1,34.6
441,17031420800,2158,27.9,26.1,42.97385621,22.3,26.4,11.6
442,17031421200,1210,40.8,42.8,20.72072072,29,16.9,18.3
443,17031430101,3118,38.5,35.8,31.69864961,25.2,18.1,19.2
444,17031430102,3046,45.6,27.2,19.41105769,21.2,30.1,9.6
445,17031430200,4961,33.7,32.6,39.59764475,24.2,23.3,18.6
446,17031430300,2398,25.9,57.7,47.07347447,33.4,22.6,26.2
447,17031430400,2756,35.2,39.2,33.71356147,26.7,18,16.7
448,17031430500,3569,32.5,58.6,42.2037422,28.7,7.9,18.9
449,17031430600,1920,43.3,18.1,32.85123967,26.8,27.5,25
450,17031430700,2474,38.4,45,38.72987478,27.2,19.6,17.3
451,17031430800,1756,39.7,27,25.49019608,33.3,40.4,13.8
452,17031430900,1572,37.2,28.2,38.27433628,15.7,29.7,18.8
453,17031431200,2828,42.5,23.2,50.12787724,21.3,38.5,13.5
454,17031431301,3580,29.1,35,40.88235294,36,17,22.7
455,17031431302,4204,28.2,37.6,39.48756594,29.7,14.8,23.3
456,17031431400,6979,40.2,39.8,32.29965157,27.7,21.5,17
457,17031440101,4105,33,39.7,35.78708947,31.4,5.2,21.9
458,17031440102,3266,36.6,32.6,30.66465257,32.8,13.8,9.4
459,17031440201,4890,41,32.4,46.87022901,29.3,17,12.9
460,17031440202,3213,46,24.3,40.80996885,19.8,31.3,11.9
461,17031440300,4577,48.8,16.3,39.81042654,28.4,27.5,19.3
462,17031440600,1807,47,9.7,24.76190476,22.7,33,11.7
463,17031440700,1440,53.3,10,33.5,34.3,29,22
464,17031440800,1693,37.5,42.1,42.51968504,31.7,16.3,22.7
465,17031440900,2547,39.6,23.4,43.95393474,33.6,24.8,10.5
466,17031450300,3781,44.5,14.4,27.5210084,23.8,20.3,16
467,17031460100,3424,33.6,37.5,28.32369942,40.4,17.5,28.5
468,17031460200,2482,33.7,39.5,35.55093555,32.3,12.6,17.3
469,17031460301,3124,26.2,34,42.10526316,38.2,11.5,16.9
470,17031460302,3483,31.3,37.9,41.43884892,38.2,9,30.6
471,17031460400,3374,40.3,21.5,36.85847589,38,15.8,12
472,17031460500,5647,42.7,7.9,17.77970512,30.4,27.3,9.8
473,17031460600,1008,34.2,19.4,32.21757322,40.9,12.9,18.5
474,17031460700,2636,25,45.1,33.28358209,30.7,5.5,26
475,17031461000,1313,53.6,30.9,18.93491124,36.5,6.7,19.8
476,17031470100,2336,45.3,17.7,40.07155635,39.3,13.4,21.9
477,17031480100,2192,49.4,6.9,23.58974359,23.5,26,8.6
478,17031480200,1139,50.3,15.8,21.49122807,13.7,24,13.8
479,17031480300,1103,48.5,24.7,34.49612403,22.8,30.6,17.5
480,17031480400,5584,50.2,12.5,26.03550296,22.3,26.8,8.5
481,17031480500,2938,42.3,20.7,38.03526448,36.8,21.2,12.1
482,17031490300,2340,42.1,18.9,32.02846975,18.5,37.9,7.5
483,17031490400,773,45.9,5.6,28.47222222,24.6,32.8,13.7
484,17031490500,2008,37.5,19.6,45.54455446,18.4,40.1,20.6
485,17031490600,1498,43.9,16.3,77.31958763,19.8,21.5,18.9
486,17031490700,2720,38.9,22.3,49.67532468,27.4,13.3,25.6
487,17031490800,4116,41.3,26.2,37.1040724,19.9,19.1,24.7
488,17031490901,3689,35.8,24.2,41.11731844,29,14.7,26.3
489,17031490902,4355,45.4,15.3,32.83950617,24.8,25.4,11.5
490,17031491000,4239,30.3,48.6,45.62289562,29.5,9.3,33.2
491,17031491100,4160,49.5,18.2,27.52808989,22.5,25.1,16.6
492,17031491200,2110,43,26.8,28.13852814,29.4,21.4,18.7
493,17031491300,2605,36.1,48.8,59.47712418,29.1,12.4,24.9
494,17031491400,3567,27.4,34.7,44.3670151,29.9,13.3,36.9
495,17031500100,3208,48.7,10.7,29.72222222,26,19.6,6.8
496,17031500200,2131,28.4,37.2,28.86792453,25.6,18.3,32
497,17031500300,1477,44.8,25.3,25.40106952,19,39.4,19.6
498,17031510100,3077,34.8,23.6,30.90507726,29.9,6.6,20
499,17031510200,3321,40.1,31.8,25.68093385,31,23.6,17.6
500,17031510300,5126,38.6,22.7,41.48816234,33,15.4,30.3
501,17031520100,1810,37.9,13.6,33.33333333,32.6,12.2,10.5
502,17031520200,3989,27.1,25,34.4042838,34.4,4.2,21.6
503,17031520300,5857,28.8,27.7,38.22393822,30.5,9,21.2
504,17031520400,4656,32.5,16.3,25.71428571,40.7,13.6,12.8
505,17031520500,5109,34.9,11.4,24.02826855,35.1,18.2,6.9
506,17031520600,2809,33.6,16.6,48.57142857,41.1,10.9,13.8
507,17031530100,2236,35.5,26.6,23.56020942,34.6,7.4,18.5
508,17031530200,3920,34.7,32.4,38.17863398,30.9,13.3,27
509,17031530300,4440,40.8,21.9,38.19875776,26.8,15.2,27.6
510,17031530400,2053,38.8,23.5,25,32,25.6,20.6
511,17031530501,4644,36.3,20,20.66473988,42.4,20.4,14.5
512,17031530502,1552,34.9,21.7,42.5,20.3,11.7,22.7
513,17031530503,5973,33.6,28.8,46.12244898,32.7,21.1,29
514,17031530600,2653,38.1,28.8,30.47619048,36.4,9.9,19
515,17031540101,4055,22.8,52.9,25.14492754,28.4,2.4,31.8
516,17031540102,3207,22.2,64.2,25.3319714,30.4,6,35.3
517,17031550100,6479,40.8,25.3,31.11739745,41.6,14.2,7.9
518,17031550200,2726,40.4,5.5,63.73626374,34.7,20.7,6.7
519,17031560100,1539,43.4,9,14.89361702,39.6,14.8,7.4
520,17031560200,1654,46.5,19.3,45.2173913,39.1,14.5,29.6
521,17031560300,3145,37.3,13.2,22.4137931,31.6,16.7,15.8
522,17031560400,1585,37,12.9,0,35.9,12.3,13.4
523,17031560700,3726,37,12.2,14.31718062,34.7,13.6,11.1
524,17031560800,5886,36.6,6.6,32.55813953,33.6,17.8,4.2
525,17031560900,5341,39.9,1.5,4.245283019,31.5,24.8,4.7
526,17031561000,6064,41.1,2.6,6.14334471,25.7,31.7,1.4
527,17031561100,5502,38.2,4.3,16.08391608,33.3,26.2,6.6
528,17031570100,1302,33.1,15.4,7.971014493,36.9,10.4,6.4
529,17031570200,2074,35.7,22.7,14.84375,25.2,19.8,10.2
530,17031570300,5691,33.9,20.2,24.933687,40,12.1,7.9
531,17031570400,1725,32,8.8,18.57142857,44.6,14.7,10.4
532,17031570500,2290,30.3,13.8,8.860759494,37.4,13.7,6.8
533,17031580100,2758,34.1,18.4,33.72093023,37.8,12.3,11.3
534,17031580200,3784,29.9,25.7,26.66666667,33.9,8.2,7.2
535,17031580300,2555,34.7,10.1,16.66666667,27.6,4.5,12.7
536,17031580400,4712,35.3,17.6,15.04178273,37,13.9,3
537,17031580501,4981,30.6,25.5,19.45107399,42.1,8.8,10.6
538,17031580502,5581,33.9,21.2,20.0270636,38,10,9.5
539,17031580600,5174,28.3,17.6,12.74787535,27.2,13.1,15.7
540,17031580700,6238,28.1,18.1,16.48793566,35.2,9.5,12
541,17031580800,2213,30.1,16.4,11.84971098,36,6.6,13.8
542,17031590500,1842,39.5,21.4,23.21428571,34.9,15.9,13.7
543,17031590600,3678,30.9,18.3,28.31683168,31.9,16,13.4
544,17031590700,3393,30.6,29.7,29.91735537,29.8,22,7.1
545,17031600400,4413,37.1,28.3,34.64818763,31.4,23,12.4
546,17031600600,3125,39.4,16.6,26.89873418,28.6,15.3,7.3
547,17031600700,2579,41.2,17.9,37.66666667,27.5,21.6,14.7
548,17031600900,3466,36.3,11.2,13.41890315,28.9,31.8,6.2
549,17031610300,5941,25,29.5,28.78932316,24.1,10.7,13.1
550,17031610400,1981,25.8,41.9,21.39534884,30.2,8.1,17.9
551,17031610800,1509,35.8,7.6,19.1011236,51.4,16,10
552,17031611000,891,35.2,46.6,35.6097561,35.6,9.7,20.4
553,17031611100,2326,27.8,33.6,23.03262956,54.8,2.3,21.5
554,17031611200,2496,27.8,36.2,23.74798061,64.9,5.5,12.3
555,17031611300,2521,29.4,25.8,14.94607088,52.8,3.5,17.3
556,17031611400,3060,29.6,35.5,23.45505618,41.3,3.1,12.3
557,17031611500,3362,29.3,38.1,20.80924855,60.2,3.4,15.1
558,17031611600,1608,33.1,22.5,5.474452555,62.8,1,22
559,17031611700,1706,32.5,45,32.25,53.7,4.3,26.1
560,17031611800,2390,35.6,22.5,10.99796334,54.9,1,25.8
561,17031611900,1729,29.2,42.5,23.03664921,56.7,3.4,20.9
562,17031612000,1373,36.1,16.5,31.93277311,49.1,7.3,32.6
563,17031612100,1042,36.4,24.9,38.28828829,46.4,9.8,26.4
564,17031620100,4819,34.4,13.7,7.224334601,38,13.1,11.8
565,17031620200,2230,37.3,7.5,22.51908397,32.5,15.4,7.1
566,17031620300,7784,30,12.3,17.70992366,36.7,12.1,15.9
567,17031620400,4503,30.1,7.5,29.62962963,37.9,10.4,5.6
568,17031630100,950,30,25.1,20.68965517,48.9,6.6,16.3
569,17031630200,2045,28.4,26.4,12.60744986,41.9,7.4,10.8
570,17031630300,5474,27.6,10.2,25.56917688,40.2,11.5,11.7
571,17031630400,6829,27,24.3,28.5046729,40.5,3.8,15.5
572,17031630500,6098,28.3,21.8,16.13333333,43.6,5.8,7.9
573,17031630800,7111,28.7,12.7,12.70801815,37.7,8.3,13
574,17031630900,5290,28.7,13.3,21.37546468,41.4,3.1,14.3
575,17031640100,1472,35.1,10,15,44.1,13.7,5.6
576,17031640300,7157,33.2,4,15.4589372,34,17.6,7.9
577,17031640400,3701,38,4.8,10.1010101,47.5,16.6,6.1
578,17031640500,3970,39.7,3.2,18.50961538,33.4,22.6,3
579,17031640600,4022,38.9,21.9,24.77763659,34.2,16.7,16.2
580,17031640700,3608,33.8,17,30.46875,42,11.5,11.2
581,17031640800,1805,31.5,12.5,14.81481481,38.5,17.9,17.1
582,17031650100,4415,31.3,18.5,11.62361624,40.2,5.9,13
583,17031650200,7211,33.7,16.3,13.46375144,46.1,12.2,14.3
584,17031650301,5276,33.9,5.2,20.66869301,33.3,15.1,10.9
585,17031650302,4195,30.2,17.5,17.55725191,32.3,12.3,9.6
586,17031650400,6530,28.9,15.7,36.70886076,37.1,10.5,17.5
587,17031650500,4549,34.3,11.6,45.95469256,33.6,12.6,10
588,17031660301,1507,28.3,32.8,37.05722071,53.6,3.3,32.2
589,17031660302,5020,32.3,24.6,34.44206009,42.7,9.2,19
590,17031660400,6034,29.5,12.9,18.76106195,37.1,9.4,13.9
591,17031660500,4720,28.8,26.9,29.76680384,49.5,6.4,13.2
592,17031660600,5845,32.9,31.7,35.44568245,39.7,5.7,29.2
593,17031660700,1666,45.5,24.5,21.70818505,35.5,6.9,24.6
594,17031660800,4887,31.3,19.1,23.04147465,35.2,7.9,16.3
595,17031660900,4694,33.9,36,50.04821601,40.1,6.6,30.1
596,17031661000,5157,35.9,25.9,64.3877551,43.4,14.1,33.5
597,17031661100,6851,31.8,13.8,42.92845258,37.2,8.8,15.6
598,17031670100,944,45.8,27,19.91341991,33.5,10,25.9
599,17031670200,884,35,51.7,34.57446809,38.5,7.3,29.6
600,17031670300,1126,42,39.6,40.85106383,36.9,11.6,24.9
601,17031670400,1656,36.6,34.4,39.86486486,46.5,6.8,32.6
602,17031670500,1047,37.6,25.8,45.39473684,48.5,5.3,26.3
603,17031670600,1050,42.1,31.6,17.26618705,38.3,6.1,36.1
604,17031670700,1072,34.7,33.8,32.65306122,53.3,2.5,21.3
605,17031670800,1263,42,33.7,31.67155425,42.5,11,18.8
606,17031670900,1457,32.7,32.9,39.32038835,34.3,29.3,23.8
607,17031671100,1044,26.7,48.1,31.47208122,38.9,14,22.3
608,17031671200,939,35.9,42.7,38.05668016,50.8,2.8,30.4
609,17031671300,1905,40.6,24.6,29.0625,49.9,7.8,31
610,17031671400,1394,41,42.8,46.73913043,51.1,3.1,45.4
611,17031671500,2343,41.3,30.7,37.88659794,48,4.2,27.9
612,17031671600,2016,43.9,25.9,41,41.6,2.2,37.5
613,17031671800,1256,35.2,35,17.68707483,39.7,9.4,30.2
614,17031671900,1162,38.9,18.2,4.938271605,39.4,10.1,17.8
615,17031672000,4064,40.8,21.4,46.4516129,41.8,15.8,34.8
616,17031680500,1333,34.3,44.9,36.2962963,43.2,7.5,30.1
617,17031680600,1308,31.4,53.4,31.6872428,39.3,11.5,31.7
618,17031680900,3430,40.9,37.9,31.20376597,38.2,9,28.5
619,17031681000,2641,41.5,46.3,46.24352332,31.2,7.9,16.9
620,17031681100,2910,29.4,43.8,54.28571429,33.1,8.8,34.3
621,17031681200,2511,24.7,39.2,39.24242424,36.3,9.5,27.1
622,17031681300,2279,28.4,40.1,44.3378119,28.7,8.9,31.8
623,17031681400,2433,38.2,28.6,21.06824926,27.9,7.3,20.5
624,17031690300,2454,35.3,59.3,39.61748634,29.6,8.9,19.3
625,17031690400,3031,40,39.4,47.35830932,17.1,14.4,14.3
626,17031690500,624,37.4,43.3,39.9122807,27.8,15.7,23.4
627,17031690900,4229,32.6,35.8,38.07189542,21.6,21.4,17.8
628,17031691000,2550,42.9,17.7,46.98205546,23.1,27.5,18.7
629,17031691100,2993,34.9,48,45.88235294,36.3,11.7,26
630,17031691200,2969,31.2,37.3,21.88728702,26.3,12.6,22.7
631,17031691300,2707,43.8,24.2,31.32969035,35,24.9,27.6
632,17031691400,2901,39.6,20.1,37.5,32.7,19.8,11
633,17031691500,1939,34.6,42.1,39.86013986,35.8,10.5,35.3
634,17031700100,3552,33.9,15.8,46.07508532,29.5,16.3,7.4
635,17031700200,6638,33.2,9.7,15.05376344,34.9,17.5,12.6
636,17031700301,6389,33,8.8,12.28070175,37.1,13.2,9.6
637,17031700302,5899,35.7,4.5,23.046875,34.6,17.9,10.9
638,17031700401,6643,31.6,16.7,44.6991404,28,22.1,12.6
639,17031700402,4498,35,25.1,50.27027027,31,23.3,18.3
640,17031700501,6994,46.5,6.3,33.16749585,31.4,25,9.3
641,17031700502,3373,40.6,8.3,0,18.7,30.5,16.7
642,17031710100,1097,38.4,49.4,25.74257426,32.9,10.1,25.6
643,17031710200,4329,34.7,28.2,26.17449664,34.2,10.3,18.2
644,17031710300,1471,36.1,34.2,34.1025641,21.9,12.1,31.3
645,17031710400,5514,39.3,28.9,33.44519016,30.6,10.3,22.2
646,17031710500,4283,37.3,25.4,35.29411765,34,16.3,17.5
647,17031710600,1767,30.5,29.4,37.66816143,39.3,11,14.9
648,17031710700,2778,53.1,18.3,26.84085511,39,6.9,15.3
649,17031710800,4741,44.8,24.5,41.88649081,22.5,24.6,20.4
650,17031710900,2018,36.6,37.8,29.88505747,29.1,18.7,21.6
651,17031711000,3012,50.9,34.2,28.22580645,33.6,13.9,17.8
652,17031711100,2310,46.1,7.5,39.17808219,30.8,11.6,16.3
653,17031711200,5007,44.2,17.5,41.23287671,27.6,22.6,12.1
654,17031711300,1794,42.1,23.9,25.23076923,25.8,11.8,28.7
655,17031711400,2591,37,29.4,41.17647059,41.3,12.2,12.9
656,17031711500,2559,40.8,25.9,55.8685446,31.6,14.9,20.9
657,17031720100,3409,46.6,0.3,0,9.5,67.4,4
658,17031720200,4047,44.5,10,17.15039578,16.1,45.9,3.5
659,17031720300,4100,45.3,5.3,42.85714286,14.6,59.5,4.6
660,17031720400,1963,37.3,2.1,0,16.3,47,5.1
661,17031720500,2101,41.1,1.7,10.66666667,10.8,63.1,2.2
662,17031720600,1751,45.1,2.4,0,7.8,66.2,5.4
663,17031720700,3066,39,5.5,6.584992343,14.8,48.1,5.8
664,17031730100,2695,40.6,12.2,24.41860465,22.9,31.6,24.2
665,17031730201,5708,41.7,28.9,40.61302682,34.9,18.6,21.3
666,17031730202,3550,42.4,11.9,16.0326087,29.7,21.8,18.5
667,17031730300,1137,36.5,15.3,35.55555556,30.9,16.6,13.9
668,17031730400,4067,37.9,13,58.02047782,25.7,28.4,8.4
669,17031730500,4359,41,19.9,60.82089552,28.8,18.7,22.1
670,17031730600,3559,43.6,30.7,36.63663664,30.9,26.1,15.1
671,17031730700,2279,41.4,21.4,41.21621622,27,23.4,20.7
672,17031740100,3182,35.8,3.6,15.88235294,26.3,27.5,4.1
673,17031740200,6661,37.1,5.8,50.89285714,24.5,42.1,2.7
674,17031740300,4947,40.1,2.7,0,18.7,42.1,3.5
675,17031740400,4552,38,3.8,5.335968379,24.1,40.4,4.6
676,17031750100,3814,45.1,19.4,7.246376812,37.7,21.8,19.6
677,17031750200,2778,46.5,10.8,32.64781491,11,60.8,4.1
678,17031750300,2494,41.2,3.9,24.5508982,16.8,56.4,5.4
679,17031750400,3032,42.8,5.4,26.44628099,16.4,49.4,8.1
680,17031750500,5893,44,24.4,30.68322981,22,32.2,15.2
681,17031750600,3663,41.3,36.9,48.29396325,24.2,18.8,12.4
682,17031760801,4298,32.9,10.8,22.43367935,14.9,53.4,6.9
683,17031760802,2544,46.5,12.9,35.63636364,25.1,34.4,5.8
684,17031760803,5707,38.3,15,28.81062356,26.8,26.8,7.8
685,17031830500,4959,28.3,31.1,29.83682984,22,4.6,9.6
686,17031830600,4861,32.6,23.2,17.3370319,26.5,38.5,8
687,17031830700,3693,37.7,25,20.4730832,14.7,43,7.2
688,17031830800,2512,32.9,6.1,11.05263158,9.3,69.3,6
689,17031830900,3089,33.3,5.5,13.18327974,9.1,62.6,1.4
690,17031831000,2195,35.2,0.7,7.235142119,2.8,89.9,1.8
691,17031831100,7891,33,10.2,11.06845809,21,29.8,4.4
692,17031831200,4838,34.1,20.9,34.85221675,25.9,16.4,6.2
693,17031831300,1047,40.6,20.9,12.25806452,31.2,12.5,9.3
694,17031831400,2976,36.7,23.9,37.12871287,34.2,16.8,6.6
695,17031831500,3720,35.3,11.7,46.83544304,29.9,21,4.9
696,17031831600,7451,35.5,8.7,40.98786828,27.6,14.6,7.8
697,17031831700,2500,34.8,17.1,38.30985915,18.9,37.8,11.8
698,17031831800,6194,34.6,16.5,21.03448276,17.2,45.9,5.8
699,17031831900,2913,29.5,5.6,9.181141439,3.8,85.5,1.4
700,17031832000,1781,28.8,12.1,19.41544885,4.7,77.4,4
701,17031832100,3533,29.8,11.4,15.64160972,9.2,71.4,3.9
702,17031832200,3289,31.7,6.4,14.76293103,6.1,79,1.3
703,17031832300,2001,30.9,7.2,8.531746032,10.4,75.4,1.7
704,17031832400,3038,31.4,7.3,13.67837338,16.6,68.3,1.2
705,17031832500,3551,31.6,9.2,23.35329341,8.6,76.6,7.5
706,17031832600,3780,30,6.4,11.88630491,2,91.2,0.7
707,17031832900,2322,26.2,36.1,42.78688525,7.9,88,9.6
708,17031833000,4138,33.4,12.3,20.12195122,4.7,82.4,6
709,17031833100,7250,35.5,11.6,23.14622315,6.6,76.6,2.5
710,17031833300,2699,23.9,43.1,40.09661836,10.3,75.3,8.4
711,17031833900,2530,30.6,33.9,22.51308901,35.5,8.1,17
712,17031834000,2926,36.3,29.3,41.49043303,28.3,9.2,20.1
713,17031834200,4249,35.6,18,35.61116458,15.7,27.6,11.5
714,17031834300,6004,47,18.2,36.49459784,27.8,30.8,16.6
715,17031834400,4390,34.4,25.8,37.46223565,13.1,33,12.7
716,17031834500,1376,24.9,35.5,39.44315545,36.1,14.6,23.2
717,17031834600,1975,43.7,40.2,23.01013025,46.7,4.4,24.6
718,17031834700,1426,32.1,52.3,40.52419355,29.7,7.1,21.1
719,17031834800,1546,47.4,43.6,22.94220665,38,10.4,26.4
720,17031834900,1615,46,50.3,28.46441948,40.7,9.3,25.6
721,17031835000,5622,31.8,32.8,34.15213946,47.9,5.3,26.8
722,17031835100,5505,34.1,21.2,26.81992337,37,6.1,12.7
723,17031835200,2020,37.2,9.6,23.84937238,32.8,13.7,9.2
724,17031835500,1479,54,38.1,34.54545455,30.1,11.2,20.5
725,17031835600,841,40,11.6,21.60278746,60.7,10,48.5
726,17031835700,416,15.9,11.1,38.96103896,35.5,27.2,84.9
727,17031835800,1858,26.4,42.6,42.39631336,13.4,45.2,19.2
728,17031835900,3190,36.9,43,25.86623691,25.1,20.5,24.1
729,17031836000,2785,33.4,29.4,29.91266376,17.5,32,13.4
730,17031836100,2039,27.1,41.1,28.88888889,35.3,15.5,18.8
731,17031836200,1604,19.9,21.1,32.5,0,95,15.9
732,17031836300,1488,33.2,25.9,27.57111597,12,55,9.2
733,17031836400,3737,35.1,29.7,19.05511811,20.2,41.4,18.8
734,17031836500,1610,31.8,24.7,20.55016181,30.9,23.9,20.2
735,17031836600,2291,34.9,17.7,29.76827094,21.3,30.6,6.4
736,17031836700,2422,29.5,38.8,22.33009709,27.6,11.9,12.1
737,17031836800,2164,29.5,68.5,50.6401138,30.9,11.3,24.8
738,17031836900,1251,25.6,40.7,46.85863874,42.5,18,16.6
739,17031837000,1950,27.7,47.9,27.40213523,30.3,21.4,19.1
740,17031837100,1596,39,24.2,42.53112033,14.9,29.2,16.6
741,17031837300,2607,27.6,33.4,43.19654428,39.8,15.7,16.9
742,17031837400,2460,34.9,43.3,31.37931034,33.2,16.4,23.7
743,17031837800,2662,31.8,32.1,18.44919786,25.1,36.1,10.9
744,17031838000,2577,31.7,36.4,17.3245614,24,37.5,10.1
745,17031838100,1760,44.2,36.9,12.51261352,20.3,39.2,7.2
746,17031838200,1976,23,34.5,24.25531915,8.6,70.8,5.2
747,17031838300,1425,33.6,19.2,27.07070707,20.6,54.9,3.5
748,17031838600,1507,27.1,51.2,36.29489603,19.5,0.5,16.6
749,17031838700,4311,30.5,45.1,31.80428135,31.7,6.7,20.3
750,17031838800,3173,32.8,42.5,19.18008785,39.1,8.3,17.1
751,17031839000,8789,32.7,16.7,17.80013879,2.5,75.5,3.9
752,17031839100,7352,30,11.4,18.14194577,7.7,75.9,5.5
753,17031839200,2452,44.7,22.8,15.5210643,13.5,49.3,5
754,17031839500,1510,48.2,32.5,21.11650485,11.7,49.7,5.2
755,17031839600,1367,50.7,13.3,49.57805907,24.4,41.1,8
756,17031839700,4510,35.2,20.6,25.12512513,21.2,43.6,6.1
757,17031839800,2831,34.7,17.5,19.94535519,18.2,39.7,3.2
758,17031839900,4419,36.5,14.8,18.53658537,20.9,40.6,6.5
759,17031840000,2881,36.4,13.9,18.46153846,26.2,38.9,7.5
760,17031840100,3176,41.5,15.4,21.48260212,32.9,28.6,11.1
761,17031840200,2488,39,13,24.42528736,24.3,29.5,7.3
762,17031840300,3872,36.2,21.9,34.24317618,32.7,19.5,8.1
763,17031840400,3135,40.6,21.8,29.73621103,23.8,30.8,9.7
764,17031840700,3697,30.8,34.5,23.86706949,17.3,16.2,11.4
765,17031840800,3011,25.9,40,33.79790941,29.8,4.5,4.5
766,17031841000,979,38,17.5,16.66666667,10.9,65.6,0.9
767,17031841100,7072,47,31.2,17.32385262,26.5,24.1,7.6
768,17031841200,4839,30.6,19.1,15.99378882,23.8,32.9,5.1
769,17031841300,3960,35.6,21.1,21.71428571,20.3,27.4,6.9
770,17031841400,1135,35.5,31.8,42.46031746,35.5,10,12.4
771,17031841500,2847,28.2,35.9,44.06548431,31.4,13.7,15.8
772,17031841600,655,29.4,52.4,54.78723404,26.2,16.9,18.8
773,17031841700,1825,37.8,39.4,14.70588235,26.8,8.3,24.9
774,17031841800,2435,34,26.4,29.12621359,27.8,16.1,23.9
775,17031841900,6540,23.5,18.2,8.054711246,9.9,71.9,12.9
776,17031842000,3134,23.5,20.8,64.70588235,27,39,4.5
